team,period,loss_time,recovery_time,time_to_recover
Netherlands,2,2025-06-20 00:50:02.951,2025-06-20 00:52:15.121,132.17
Argentina,2,2025-06-20 00:52:15.121,2025-06-20 00:52:35.170,20.049
Argentina,2,2025-06-20 00:52:35.170,2025-06-20 00:52:40.624,5.454
Netherlands,2,2025-06-20 00:52:40.624,2025-06-20 00:53:36.209,55.585
Netherlands,2,2025-06-20 00:53:53.053,2025-06-20 00:54:07.930,14.877
Argentina,2,2025-06-20 00:57:27.505,2025-06-20 00:57:29.057,1.552
Argentina,3,2025-06-20 00:00:37.571,2025-06-20 00:02:09.986,92.415
Netherlands,3,2025-06-20 00:02:09.986,2025-06-20 00:03:38.340,88.354
Netherlands,3,2025-06-20 00:03:38.340,2025-06-20 00:04:05.058,26.718
Argentina,3,2025-06-20 00:04:05.058,2025-06-20 00:07:04.843,179.785
Netherlands,3,2025-06-20 00:07:04.843,2025-06-20 00:08:25.841,80.998
Argentina,3,2025-06-20 00:08:25.841,2025-06-20 00:09:10.515,44.674
Netherlands,3,2025-06-20 00:09:10.515,2025-06-20 00:12:16.421,185.906
Netherlands,3,2025-06-20 00:12:16.421,2025-06-20 00:14:42.588,146.167
Argentina,4,2025-06-20 00:00:16.470,2025-06-20 00:00:22.584,6.114
Netherlands,4,2025-06-20 00:00:22.584,2025-06-20 00:00:53.068,30.484
Netherlands,4,2025-06-20 00:00:53.068,2025-06-20 00:01:47.045,53.977
Netherlands,4,2025-06-20 00:01:47.045,2025-06-20 00:01:51.668,4.623
Argentina,4,2025-06-20 00:01:51.668,2025-06-20 00:03:33.241,101.573
Netherlands,4,2025-06-20 00:03:33.241,2025-06-20 00:05:00.717,87.476
Netherlands,4,2025-06-20 00:05:00.717,2025-06-20 00:06:17.160,76.443
Argentina,4,2025-06-20 00:06:20.065,2025-06-20 00:07:15.948,55.883
Netherlands,4,2025-06-20 00:07:15.948,2025-06-20 00:08:02.195,46.247
Argentina,4,2025-06-20 00:08:02.195,2025-06-20 00:08:05.000,2.805
Argentina,4,2025-06-20 00:08:05.000,2025-06-20 00:08:14.959,9.959
Netherlands,4,2025-06-20 00:08:14.959,2025-06-20 00:08:36.522,21.563
Netherlands,4,2025-06-20 00:08:36.522,2025-06-20 00:11:51.229,194.707
Argentina,4,2025-06-20 00:11:51.229,2025-06-20 00:13:05.968,74.739
Argentina,4,2025-06-20 00:13:05.968,2025-06-20 00:14:15.574,69.606
Argentina,4,2025-06-20 00:14:19.149,2025-06-20 00:14:20.694,1.545
Argentina,4,2025-06-20 00:14:26.686,2025-06-20 00:15:59.032,92.346
