time_to_recover,event_timing,team
6.853,before event,Poland
198.596,before event,Argentina
52.917,before event,Argentina
92.631,after event,Argentina
158.901,after event,Argentina
92.631,before event,Argentina
158.901,before event,Argentina
104.706,before event,Argentina
655.112,after event,Poland
109.808,after event,Argentina
44.285,after event,Poland
63.378,before event,Poland
177.058,before event,Poland
23.112,after event,Poland
83.895,after event,Argentina
148.551,after event,Argentina
64.396,before event,Argentina
395.624,before event,Poland
3.278,after event,Poland
44.125,after event,Argentina
9.768,after event,Poland
125.821,after event,Poland
