time_to_recover,event_timing,team
32.927,before event,Argentina
191.208,before event,Mexico
169.4,before event,Mexico
63.543,after event,Mexico
15.95,after event,Mexico
111.81,after event,Argentina
32.927,before event,Argentina
191.208,before event,Mexico
169.4,before event,Mexico
63.543,after event,Mexico
15.95,after event,Mexico
111.81,after event,Argentina
169.4,before event,Mexico
63.543,before event,Mexico
15.95,before event,Mexico
111.81,before event,Argentina
79.564,after event,Mexico
56.505,after event,Mexico
92.642,after event,Mexico
56.505,before event,Mexico
92.642,before event,Mexico
67.38,before event,Mexico
184.791,before event,Mexico
8.559,after event,Mexico
131.968,after event,Argentina
56.505,before event,Mexico
92.642,before event,Mexico
67.38,before event,Mexico
184.791,before event,Mexico
8.559,after event,Mexico
131.968,after event,Argentina
8.559,before event,Mexico
131.968,before event,Argentina
5.172,before event,Argentina
84.217,before event,Mexico
213.681,after event,Mexico
44.129,after event,Mexico
213.681,before event,Mexico
44.129,before event,Mexico
188.414,before event,Argentina
73.312,after event,Mexico
133.263,after event,Mexico
44.129,before event,Mexico
188.414,before event,Argentina
73.312,before event,Mexico
133.263,after event,Mexico
67.772,after event,Argentina
62.143,after event,Mexico
73.312,before event,Mexico
133.263,before event,Mexico
67.772,after event,Argentina
62.143,after event,Mexico
63.842,after event,Mexico
305.383,after event,Mexico
73.312,before event,Mexico
133.263,before event,Mexico
67.772,before event,Argentina
62.143,after event,Mexico
63.842,after event,Mexico
305.383,after event,Mexico
73.312,before event,Mexico
133.263,before event,Mexico
67.772,before event,Argentina
62.143,before event,Mexico
63.842,after event,Mexico
305.383,after event,Mexico
19.262,before event,Mexico
2.894,before event,Mexico
335.045,before event,Argentina
4.212,before event,Mexico
11.762,before event,Argentina
92.43,before event,Mexico
7.374,before event,Mexico
12.56,before event,Mexico
135.65,before event,Argentina
31.414,after event,Argentina
111.241,after event,Argentina
4.142,after event,Argentina
58.881,after event,Mexico
4.212,before event,Mexico
11.762,before event,Argentina
92.43,before event,Mexico
7.374,before event,Mexico
12.56,before event,Mexico
135.65,before event,Argentina
31.414,after event,Argentina
111.241,after event,Argentina
4.142,after event,Argentina
58.881,after event,Mexico
